id,name,x,y,w,h,kind,nation,side,terrain,urban,vp,fort,supply,port,resource,capital,wehrkreis,attack_requires_event,beach_letter
1,Beachhead C,442,551,54,53,beach,sea,neutral,,false,,false,,false,,false,,,C
50,Goteborg,816,242,60,61,land,sw,neutral,forest,false,,false,,false,,false,,
51,Copenhagen,772,407,59,57,land,dk,axis,clear,false,1,false,,true,,false,,
52,Hannover,703,606,57,56,land,ge,axis,clear,false,,false,,false,,false,XI,
53,Malmo,864,372,60,61,land,sw,neutral,clear,false,,false,,false,,false,,
54,Nurnberg,787,808,57,55,land,ge,axis,clear,false,,false,,false,,false,XIII,
55,Magdeburg,811,622,57,56,land,ge,axis,clear,false,,false,,false,,false,,
56,Innsbruck,798,970,58,57,land,at,axis,mountain,false,,false,,false,,false,,
57,Linz,946,890,60,60,land,at,axis,clear,false,,false,,false,,false,,
58,Ruhr,610,659,61,63,land,ge,axis,clear,true,1,true,axis,false,iron,false,VI,
59,Genoa,696,1158,56,56,land,it,axis,clear,false,,false,,false,,false,,
60,Verona,843,1056,52,55,land,it,axis,mountain,false,,false,,false,,false,,
61,Bologna,842,1145,55,58,land,it,axis,mountain,false,1,false,,false,,false,,
62,Catanzaro,1060,1495,60,56,land,it,axis,mountain,false,,false,,false,,false,,
63,La Spezia,770,1221,60,56,land,it,axis,mountain,false,,false,,false,,false,,
64,Rome,848,1314,57,57,land,it,axis,swamp,false,1,false,,false,,true,,
65,Naples,986,1429,56,56,land,it,axis,mountain,false,,false,allied,false,,false,,
66,Taranto,1114,1394,55,60,land,it,axis,clear,false,,false,,false,,false,,
67,Foggia,1043,1337,56,57,land,it,axis,clear,false,,false,,false,,false,,
68,Pescara,971,1313,57,57,land,it,axis,mountain,false,,false,,false,,false,,
69,Ancona,915,1239,57,57,land,it,axis,clear,false,,false,,false,,false,,
70,Milan,745,1076,60,59,land,it,axis,clear,true,1,false,,false,,false,,
71,Cassino,900,1386,62,60,land,it,axis,mountain,false,,false,,false,,false,,
72,Villach,889,990,57,54,land,at,axis,mountain,false,,false,,false,,false,,
74,Zagreb,1023,1060,57,58,land,yu,axis,clear,false,,false,,false,,false,,
75,Brunn,1062,810,59,59,land,cz,axis,clear,false,,false,,false,,false,,
76,Munich,811,886,65,62,land,ge,axis,clear,true,,false,,false,,false,VII,
77,Dresden,918,688,58,58,land,ge,axis,clear,false,,false,,false,,false,IV,
78,Leipzig,826,705,59,57,land,ge,axis,clear,false,,false,,false,,false,,
79,Berlin,890,591,66,64,land,ge,axis,clear,true,1,false,axis,false,,true,III,
80,Rostock,859,494,58,58,land,ge,axis,clear,false,,false,,false,,false,,
81,Stettin,988,503,59,57,land,ge,axis,clear,false,,false,,false,,false,II,
82,Norrkoping,954,222,56,58,land,sw,neutral,forest,false,,false,,false,,false,,
83,Memel,1289,381,59,59,land,ge,axis,clear,false,,false,,true,,false,,
84,Prague,956,762,60,58,land,cz,axis,mountain,false,1,false,,false,,false,P,
85,Kaunas,1409,420,59,58,land,su,allied,clear,false,,false,,false,,false,,
86,Kustrin,999,610,60,58,land,ge,axis,clear,false,,false,,false,,false,,
87,Graz,1004,967,57,57,land,at,axis,mountain,false,,false,,false,,false,,
88,Trieste,928,1090,57,59,land,it,axis,mountain,false,,false,,false,,false,,
89,Vienna,1046,891,60,60,land,at,axis,clear,true,1,false,,false,,false,XVII,
90,Masurian Lakes,1284,545,59,60,land,ge,axis,swamp,false,,false,,false,,false,,
91,Breslau,1085,694,61,61,land,ge,axis,clear,true,1,false,axis,false,,false,VIII,
92,Posen,1077,604,57,59,land,ge,axis,clear,false,,false,,false,,false,P,
93,Thorn,1183,545,61,58,land,ge,axis,forest,false,,false,,false,,false,,
94,Danzig,1151,457,61,57,land,ge,axis,clear,false,,false,,true,,false,I,
95,Konigsberg,1236,447,61,63,land,ge,axis,clear,false,1,true,,true,,false,I,
96,Lodz Kalisch,1189,661,57,60,land,ge,axis,clear,false,,false,,false,,false,,
97,Krakow,1233,772,60,60,land,ge,axis,clear,false,,false,,false,,false,K,
98,Budapest,1181,937,65,64,land,hu,axis,clear,false,1,false,,false,,true,,
99,Craiova,1431,1141,61,60,land,ro,axis,clear,false,,false,,false,,false,,
100,Kishinev,1681,945,59,61,land,su,allied,clear,false,,false,,false,,false,,
101,Montenegro,1213,1294,58,57,land,yu,axis,mountain,false,,false,,false,,false,,
102,Brod,1093,1110,60,59,land,yu,axis,clear,false,,false,,false,,false,,
103,Ostrava,1141,788,60,59,land,cz,axis,mountain,false,,false,,false,,false,,
104,Albania,1253,1414,58,59,land,al,axis,mountain,false,,false,,false,,false,,
105,Seres,1473,1393,63,61,land,gr,axis,mountain,false,,false,,false,,false,,
106,Larissa,1374,1497,59,58,land,gr,axis,mountain,false,,false,,false,,false,,
107,Athens,1412,1582,58,58,land,gr,axis,clear,false,1,false,,true,,true,,
108,Salonika,1382,1404,59,60,land,gr,axis,mountain,false,,false,,true,,false,,
109,Loannina,1285,1510,61,59,land,gr,axis,mountain,false,,false,,false,,false,,
110,Plovdiv,1494,1306,61,60,land,bu,axis,mountain,false,,false,,false,,false,,
111,Pecs,1142,1035,59,57,land,hu,axis,clear,false,,false,,false,,false,,
112,Skopje,1307,1306,58,60,land,yu,axis,mountain,false,,false,,false,,false,,
113,Nis,1338,1205,59,60,land,yu,axis,clear,false,,false,,false,,false,,
114,Szeged,1242,1015,58,58,land,hu,axis,clear,false,,false,,false,,false,,
115,Sarajevo,1161,1184,60,61,land,yu,axis,mountain,false,,false,,false,,false,,
116,Belgrade,1242,1117,58,59,land,yu,axis,clear,false,1,false,,false,,true,,
117,Temesvar,1344,1065,57,59,land,ro,axis,clear,false,,false,,false,,false,,
118,Debrecen,1306,938,57,61,land,hu,axis,clear,false,,false,,false,,false,,
119,Miskolc,1204,862,60,59,land,hu,axis,mountain,false,,false,,false,,false,,
120,Slovakia,1306,859,60,60,land,sk,axis,mountain,false,,false,,false,,false,,
121,Riga,1441,281,61,62,land,su,allied,clear,true,,false,,true,,false,,
122,Cluj,1430,986,58,57,land,hu,axis,clear,false,,false,,false,,false,,
123,Brasov,1506,1052,61,59,land,ro,axis,mountain,false,,false,,false,,false,,
124,Sofia,1407,1266,59,57,land,bu,axis,clear,false,1,false,,false,,true,,
125,Galatz,1638,1068,60,59,land,ro,axis,swamp,false,,false,,false,,false,,
126,Bucharest,1540,1144,61,61,land,ro,axis,clear,false,1,false,,false,oil,true,,
127,Constanta,1664,1164,61,58,land,ro,axis,clear,false,,false,,true,,false,,
128,Yassi,1589,993,58,57,land,ro,axis,clear,false,,false,,false,,false,,
129,Pleven,1508,1220,58,60,land,bu,axis,mountain,false,,false,,false,,false,,
130,Burgas,1613,1263,59,58,land,bu,axis,clear,false,,false,,false,,false,,
132,Edirne,1585,1354,59,59,land,tu,neutral,clear,false,,false,,false,,false,,
133,SeaSR Athens,1507,1660,66,62,sr,sea,neutral,,false,,false,,false,,false,,
134,Istanbul,1682,1368,57,57,land,tu,neutral,clear,false,1,false,,true,,false,,
135,Bursa,1618,1446,60,58,land,tu,neutral,mountain,false,,false,,false,,false,,
136,Izmir,1577,1557,61,57,land,tu,neutral,clear,false,,false,,true,,false,,
137,Denizli,1684,1605,59,59,land,tu,neutral,mountain,false,,false,,false,,false,,
138,Eskisehir,1747,1518,59,57,land,tu,neutral,clear,false,,false,,false,,false,,
139,Ankara,1862,1470,59,58,land,tu,neutral,clear,false,1,false,,false,,true,,
140,Samsun,1996,1326,60,59,land,tu,neutral,clear,false,,false,,false,,false,,
141,Sivas,2063,1436,60,57,land,tu,neutral,mountain,false,,false,,false,,false,,
142,Izmit,1765,1382,58,59,land,tu,neutral,clear,false,,false,,false,,false,,
143,Kastamonou,1857,1338,58,57,land,tu,neutral,mountain,false,,false,,false,,false,,
144,Erzinjan,2176,1492,58,58,land,tu,neutral,mountain,false,1,false,,false,,false,,
145,Trabzon,2227,1373,58,58,land,tu,neutral,clear,false,,false,,false,,false,,
146,Batum,2320,1297,57,57,land,su,allied,clear,false,,false,,true,,false,,
147,Kars,2376,1461,59,58,land,tu,neutral,mountain,false,,false,,false,,false,,
148,Makhachkala,2624,1253,62,60,land,su,allied,clear,false,,false,,true,,false,,
149,Grozny,2536,1147,57,58,land,su,allied,clear,false,1,false,,false,,false,,
150,Orzhonikidze,2476,1219,57,57,land,su,allied,mountain,false,,false,,false,,false,,
151,Tbilisi,2440,1321,58,56,land,su,allied,clear,true,,false,,false,,false,,
152,Gandzha,2550,1320,59,57,land,su,allied,clear,false,,false,,false,,false,,
153,Baku,2733,1405,60,57,land,su,allied,clear,false,1,false,,true,oil,false,,
154,Erevan,2482,1443,59,59,land,su,allied,mountain,false,,false,,false,,false,,
155,Sukhumi,2256,1220,58,56,land,su,allied,mountain,false,,false,,true,,false,,
156,Erzerum,2285,1478,58,57,land,tu,neutral,mountain,false,,false,,false,,false,,
157,Buq Buq,1554,2007,58,57,land,eg,allied,desert,false,,false,,false,,false,,
158,Tabriz,2552,1575,59,57,land,ir,allied,mountain,false,,false,,false,,false,,
159,Van,2401,1563,57,58,land,tu,neutral,mountain,false,,false,,false,,false,,
160,Bitlis,2299,1568,61,58,land,tu,neutral,mountain,false,,false,,false,,false,,
161,Diyarbakir,2218,1657,57,58,land,tu,neutral,clear,false,,false,,false,,false,,
162,Malatya,2088,1542,60,57,land,tu,neutral,clear,false,,false,,false,,false,,
163,Kayseri,1963,1520,59,60,land,tu,neutral,mountain,false,,false,,false,,false,,
164,Konya,1852,1599,59,59,land,tu,neutral,mountain,false,,false,,false,,false,,
165,Adana,1999,1642,58,56,land,tu,neutral,clear,false,,false,,false,,false,,
166,Deir Ez Zor,2254,1780,59,58,land,sy,allied,desert,false,,false,,false,,false,,
167,Ramadi,2376,1885,59,57,land,iq,allied,desert,false,,false,,false,,false,,
168,Tikrit,2425,1789,60,57,land,iq,allied,clear,false,,false,,false,,false,,
169,Mosul,2395,1688,59,59,land,iq,allied,clear,false,,false,,false,oil,false,,
170,Zengan,2646,1669,58,57,land,ir,allied,clear,false,,false,,false,,false,,
171,Kermanshah,2592,1835,58,57,land,ir,allied,mountain,false,,false,,false,,false,,
172,Kirkuk,2493,1745,60,56,land,iq,allied,clear,false,,false,,false,,false,,
173,Damascus,2062,1883,58,58,land,sy,allied,clear,false,,false,,false,,false,,
174,Beirut,1988,1866,58,58,land,lb,allied,clear,false,,false,,false,,false,,
175,SeaSR Alex,1720,1834,61,56,sr,sea,neutral,,false,,false,,false,,false,,
176,Aleppo,2093,1700,61,57,land,sy,allied,clear,false,,false,,false,,false,,
177,Amman,2038,1977,58,56,land,jo,allied,desert,false,,false,,false,,false,,
178,Baghdad,2463,1890,58,57,land,iq,allied,clear,false,,false,,false,,false,,
179,Mersa Matruh,1627,2033,57,57,land,eg,allied,desert,false,,false,,false,,false,,
180,Helltire Pass,1483,2007,59,58,land,eg,allied,mountain,false,,false,,false,,false,,
181,Amara,2588,1961,59,58,land,iq,allied,clear,false,,false,,false,,false,,
182,Sidi Suleiman,1500,2083,58,58,land,eg,allied,desert,false,,false,,false,,false,,
183,Samawa,2505,2011,58,58,land,iq,allied,clear,false,,false,,false,,false,,
184,Basra,2635,2070,57,57,land,iq,allied,swamp,false,1,false,allied,false,,false,,
185,Ardebil,2657,1558,58,58,land,ir,allied,clear,false,,false,,false,,false,,
186,Antalya,1766,1666,59,57,land,tu,neutral,mountain,false,,false,,false,,false,,
187,Jerusalem,1968,1946,57,57,land,ps,allied,desert,false,,false,,false,,false,,
188,Gaza,1941,2020,60,58,land,ps,allied,desert,false,,false,,false,,false,,
189,Silifke,1901,1703,60,59,land,tu,neutral,mountain,false,,false,,false,,false,,
190,Rutbah,2223,1902,56,56,land,iq,allied,desert,false,,false,,false,,false,,
191,Homs,980,1937,57,58,land,ly,axis,desert,false,,false,,false,,false,,
192,Suez,1862,2092,58,56,land,eg,allied,desert,false,,false,allied,false,,false,,
193,Cairo,1781,2088,59,59,land,eg,allied,desert,false,1,false,,false,,false,,
194,Port Said,1842,2009,57,57,land,eg,allied,clear,false,,false,,false,,false,,
195,Alexandria,1747,1996,56,57,land,eg,allied,clear,false,1,false,allied,true,,false,,
196,El Alamein,1696,2066,58,58,land,eg,allied,mountain,false,,false,,false,,false,,
254,Derna,1317,1908,57,57,land,ly,axis,mountain,false,,false,,false,,false,,
255,Mechili,1317,2013,57,55,land,ly,axis,desert,false,,false,,false,,false,,
256,Gazala,1385,1968,60,58,land,ly,axis,desert,false,,false,,false,,false,,
257,Tobruk,1455,1939,58,58,land,ly,allied,desert,false,1,false,,true,,false,,
258,Bir Hacheim,1398,2050,58,58,land,ly,axis,desert,false,,false,,false,,false,,
260,Benghazi,1224,1953,60,58,land,ly,axis,desert,false,,false,,false,,false,,
261,Agedabia,1248,2068,58,57,land,ly,axis,desert,false,,false,,false,,false,,
262,El Agheila,1164,2068,59,59,land,ly,axis,swamp,false,,false,,false,,false,,
263,Buerat,1040,2015,59,57,land,ly,axis,desert,false,,false,,false,,false,,
264,Tarhuna,905,1989,58,59,land,ly,axis,desert,false,,false,,false,,false,,
265,Tripoli,883,1903,59,60,land,ly,axis,desert,false,1,false,,true,,false,,
266,Crete,1481,1774,59,57,land,gr,axis,clear,false,1,false,,true,,false,,
267,Oran,225,1713,58,58,land,dz,neutral,clear,false,,false,,false,,false,,
268,Algiers,384,1660,59,58,land,dz,neutral,clear,false,,false,,false,,false,,
269,Constantine,542,1659,60,58,land,dz,neutral,mountain,false,,false,,false,,false,,
270,Bone,633,1649,61,58,land,dz,neutral,mountain,false,,false,,false,,false,,
271,Tunis,738,1645,62,62,land,tn,neutral,mountain,false,1,false,,true,,false,,
272,Tebessa,634,1731,59,59,land,dz,neutral,mountain,false,,false,,false,,false,,
273,Sousse,766,1741,60,60,land,tn,neutral,clear,false,,false,,false,,false,,
274,Mareth,711,1826,63,59,land,tn,neutral,mountain,false,,false,,false,,false,,
275,Gafsa,632,1811,61,59,land,tn,neutral,mountain,false,,false,,false,,false,,
276,Medenine,791,1879,59,58,land,tn,neutral,desert,false,,false,,false,,false,,
277,Malta,934,1749,60,59,land,mt,allied,clear,false,,false,,true,,false,,
278,SeaSR Malta,851,1745,61,53,sr,sea,neutral,,false,,false,,false,,false,,
279,Beachhead K,259,1633,47,45,beach,sea,neutral,,false,,false,,false,,false,,,K
280,Beachhead L,311,1616,48,41,beach,sea,neutral,,false,,false,,false,,false,,,L
281,Beachhead S,1006,1804,45,42,beach,sea,neutral,,false,,false,,false,,false,,,S
282,Beachhead P,1048,1711,47,39,beach,sea,neutral,,false,,false,,false,,false,,,P
283,Beachhead N,825,1561,50,46,beach,sea,neutral,,false,,false,,false,,false,,,N
284,Beachhead Q,841,1662,48,44,beach,sea,neutral,,false,,false,,false,,false,,,Q
285,SeaSR Baku,2699,1167,60,58,sr,sea,neutral,,false,,false,,false,,false,,
286,SeaSR Batumi,2059,1232,63,59,sr,sea,neutral,,false,,false,,false,,false,,
287,SeaSR Sevastopol,1784,1177,59,57,sr,sea,neutral,,false,,false,,false,,false,,
288,Bergen,529,105,62,58,land,no,axis,mountain,false,1,false,,false,,false,,
289,Ringsaker,704,74,59,61,land,no,axis,mountain,false,,false,,false,,false,,
290,Ostersund,878,59,62,60,land,sw,neutral,mountain,false,,false,,false,,false,,
291,Sundsvall,1015,67,64,59,land,sw,neutral,clear,false,,false,,false,,false,,
292,Stockholm,1114,156,61,62,land,sw,neutral,clear,false,1,false,,true,iron,true,,
293,SeaSR Oslo,750,296,62,57,sr,sea,neutral,,false,,false,,false,,false,,
294,SeaSR Konigsberg,1141,335,60,59,sr,sea,neutral,,false,,false,,false,,false,,
295,Beachhead M,782,1368,45,43,beach,sea,neutral,,false,,false,,false,,false,,,M
296,Beachhead O,928,1480,48,43,beach,sea,neutral,,false,,false,,false,,false,,,O
297,Palermo,891,1560,63,63,land,it,axis,clear,false,1,false,,false,,false,,
298,Gela,905,1635,62,60,land,it,axis,clear,false,,false,,false,,false,,
299,Syracuse,985,1656,60,59,land,it,axis,swamp,false,,false,axis_limited,true,,false,,
300,Beachhead R,1150,1491,43,39,beach,sea,neutral,,false,,false,,false,,false,,,R
301,Beachhead T,1061,1273,44,39,beach,sea,neutral,,false,,false,,false,,false,,,T
302,Beachhead U,1452,1465,44,38,beach,sea,neutral,,false,,false,,false,,false,,,U
303,Courland,1342,314,59,59,land,su,allied,forest,false,,false,,true,,false,,
304,Tallinn,1457,145,60,60,land,su,allied,clear,false,,false,,true,,false,,
305,Narva,1568,144,62,60,land,su,allied,forest,false,,false,,false,,false,,
306,Warsaw,1278,621,68,66,land,ge,axis,clear,true,1,false,,false,,false,,
307,Radom,1282,699,57,61,land,ge,axis,clear,false,,false,,false,,false,,
308,Lublin,1364,684,57,62,land,ge,axis,clear,false,,false,,false,,false,,
309,Tarnow,1345,775,58,59,land,ge,axis,clear,false,,false,,false,,false,,
310,Lwow,1437,783,59,60,land,su,allied,clear,false,,false,,false,,false,,
311,Kolomyja,1446,880,63,60,land,su,allied,mountain,false,,false,,false,,false,,
312,Chernovitsi,1532,908,60,59,land,su,allied,clear,false,,false,,false,,false,,
313,Odessa,1767,996,65,65,land,su,allied,clear,true,1,false,,true,,false,,
314,Kirovograd,1844,924,59,59,land,su,allied,clear,false,,false,,false,,false,,
315,Nikopol,1918,964,60,58,land,su,allied,swamp,false,,false,,false,,false,,
316,Perekop,1935,1058,59,59,land,su,allied,clear,false,,false,,false,,false,,
317,Sevastopol,1914,1142,63,58,land,su,allied,clear,false,1,true,,true,,false,,
318,Kerch,2029,1090,65,64,land,su,allied,clear,false,,false,,true,,false,,
319,Maikop,2177,1155,61,61,land,su,allied,mountain,false,1,false,,true,,false,,fall_blau
320,Armavir,2349,1132,62,60,land,su,allied,clear,false,,false,,false,,false,,fall_blau
321,Mozdok,2438,1143,59,61,land,su,allied,clear,false,,false,,false,,false,,
322,Astrakhan,2639,1050,62,59,land,su,allied,swamp,false,,false,,true,,false,,
323,Guryev,2786,1025,59,59,land,su,allied,swamp,false,,false,,true,,false,,
324,Kalmyk Steppes,2538,990,59,60,land,su,allied,clear,false,,false,,false,,false,,
325,Elista,2444,1038,59,59,land,su,allied,clear,false,,false,,false,,false,,
326,Salsk,2361,1009,60,58,land,su,allied,clear,false,,false,,false,,false,,
327,Krapotkin,2269,1056,60,59,land,su,allied,clear,false,,false,,false,,false,,
328,Krasnodar,2155,1082,62,63,land,su,allied,clear,true,,false,,true,,false,,
329,Rostov,2213,951,69,64,land,su,allied,clear,true,,false,,false,,false,,
330,Melitopol,2045,991,65,60,land,su,allied,clear,false,,false,,false,,false,,
331,Kotelnikovo,2446,950,62,60,land,su,allied,clear,false,,false,,false,,false,,
332,Baskunchag,2576,848,63,60,land,su,allied,swamp,false,,false,,false,,false,,
333,Stalingrad,2455,850,65,68,land,su,allied,clear,true,1,false,,false,,false,,fall_blau
334,Urbakh,2596,680,60,62,land,su,allied,clear,false,,false,,false,,false,,
335,Uralsk,2750,614,58,60,land,su,allied,clear,false,,false,,false,,false,,
336,Saratov,2474,649,71,68,land,su,allied,clear,true,1,false,,false,,false,,
337,Seratimovich,2367,796,64,59,land,su,allied,clear,false,,false,,false,,false,,
338,Kalach,2368,881,61,60,land,su,allied,clear,false,,false,,false,,false,,
339,Kamenskaya,2294,910,60,59,land,su,allied,clear,false,,false,,false,,false,,
340,Millerovo,2262,824,61,60,land,su,allied,clear,false,,false,,false,,false,,
341,Voroshilovgrad,2141,838,61,61,land,su,allied,clear,false,,false,,false,,false,,
342,Stalino,2100,909,60,59,land,su,allied,clear,false,,false,,false,,false,,
343,Dnepropetrovsk,1976,874,66,64,land,su,allied,clear,false,,false,,false,,false,,
344,Kremenchug,1900,829,60,60,land,su,allied,clear,false,,false,,false,,false,,
345,Kharkov,2044,763,69,71,land,su,allied,clear,true,1,false,,false,,false,,
346,Poltava,1953,747,59,59,land,su,allied,clear,false,,false,,false,,false,,
347,Cherkassi,1823,802,59,60,land,su,allied,clear,false,,false,,false,,false,,
348,Uman,1752,868,61,62,land,su,allied,clear,false,,false,,false,,false,,
349,Vinnitsa,1656,820,59,58,land,su,allied,clear,false,,false,,false,,false,,
350,Kiev,1747,731,65,68,land,su,allied,clear,true,1,false,,false,,false,,
351,Zhitomir,1625,727,56,62,land,su,allied,clear,false,,false,,false,,false,,
352,Tarnopol Rovno,1547,811,61,61,land,su,allied,clear,false,,false,,false,,false,,
353,Chelyabiinsk,2862,175,60,60,land,su,allied,mountain,false,,false,allied,false,,false,,axis_no_entry
354,Magnitogorsk,2852,313,60,60,land,su,allied,mountain,false,,false,,false,,false,,
355,Orenburg,2857,482,58,60,land,su,allied,clear,false,,false,,false,,false,,
356,Kuibishev,2613,530,59,59,land,su,allied,clear,false,,false,,false,,false,,
357,Ufa,2730,314,61,59,land,su,allied,clear,false,,false,,false,,false,,
358,Sverdlovsk,2857,76,59,60,land,su,allied,mountain,false,,false,allied,false,,false,,axis_no_entry
359,Perm,2640,83,60,59,land,su,allied,clear,false,,false,,false,,false,,
360,Kazan,2575,215,63,60,land,su,allied,clear,false,,false,,false,,false,,
361,Ulyanovsk,2605,377,62,60,land,su,allied,clear,false,,false,,false,,false,,
362,Penza,2423,544,59,59,land,su,allied,forest,false,,false,,false,,false,,
363,Gorki,2422,338,68,69,land,su,allied,clear,true,1,false,,false,,false,,
364,Tambov,2294,563,62,61,land,su,allied,forest,false,,false,,false,,false,,
365,Ryazan,2251,468,60,59,land,su,allied,clear,false,,false,,false,,false,,
366,Vladimir,2260,366,60,61,land,su,allied,forest,false,,false,,false,,false,,
367,Ivanovo,2266,272,62,61,land,su,allied,forest,false,,false,,false,,false,,
368,Vyatka,2461,119,60,60,land,su,allied,clear,false,,false,,false,,false,,
369,Sharya,2278,87,60,60,land,su,allied,clear,false,,false,,false,,false,,
370,Vologda,2066,96,59,60,land,su,allied,forest,false,,false,,false,,false,,
371,Zabore,1949,98,61,60,land,su,allied,forest,false,,false,,false,,false,,
372,Tikhvin Volkhov,1855,70,61,62,land,su,allied,swamp,false,,false,,false,,false,,
373,Leningrad,1756,73,66,65,land,su,allied,clear,true,1,true,,false,,false,,nordlicht
374,Vilna,1496,466,62,60,land,su,allied,clear,false,,false,,false,,false,,
375,Insterberg,1343,479,61,60,land,ge,axis,forest,false,,false,,false,,false,,
376,Minsk,1608,498,68,66,land,su,allied,forest,true,1,false,,false,,false,,
377,Bobruisk,1684,592,59,57,land,su,allied,swamp,false,,false,,false,,false,,
378,Pinsk,1599,646,60,58,land,su,allied,swamp,false,,false,,false,,false,,
379,Baranovich,1523,586,60,60,land,su,allied,clear,false,,false,,false,,false,,
380,Kovel,1503,721,59,59,land,su,allied,clear,false,,false,,false,,false,,
381,Brest Litovsk,1433,635,61,59,land,su,allied,clear,false,,false,,false,,false,,
382,Bialystok,1391,560,61,59,land,su,allied,clear,false,,false,,false,,false,,
383,Luga,1689,159,60,61,land,su,allied,swamp,false,,false,,false,,false,,
384,Novgorod,1813,165,62,61,land,su,allied,forest,false,,false,,false,,false,,
385,Valdai,1921,216,60,61,land,su,allied,mountain,false,,false,,false,,false,,
386,Kholm Demyansk,1763,239,59,59,land,su,allied,forest,false,,false,,false,,false,,
387,Velikiye Luki,1749,315,62,59,land,su,allied,forest,false,,false,,false,,false,,
388,Pskov,1641,248,63,61,land,su,allied,swamp,false,,false,,false,,false,,
389,Vitebsk,1739,416,61,60,land,su,allied,forest,false,,false,,false,,false,,
390,Dvinsk,1559,372,59,61,land,su,allied,clear,false,,false,,false,,false,,
391,Smolensk,1830,443,64,64,land,su,allied,clear,true,,false,,false,,false,,
